track_id,sample,init_time,lead_time_hours,lat,lon,minimum_sea_level_pressure_hpa,maximum_sustained_wind_speed_knots
AL04,13,2026-08-28 18:00:00,0,15.4,-48.6,1010.0,32.0
EP11,13,2026-08-28 18:00:00,0,13.6,-114.8,1000.0,58.0
EP11,13,2026-08-28 18:00:00,0,13.6,-114.8,1000.0,58.0
EP12,13,2026-08-28 18:00:00,0,12.1,-133.5,1007.0,31.0
WP20,13,2026-08-28 18:00:00,0,20.3,166.8,1001.0,64.0
WP20,13,2026-08-28 18:00:00,0,20.3,166.8,1001.0,64.0
WP20,13,2026-08-28 18:00:00,0,20.3,166.8,1001.0,64.0
WP21,13,2026-08-28 18:00:00,0,26.5,165.9,1000.0,62.0
WP21,13,2026-08-28 18:00:00,0,26.5,165.9,1000.0,62.0
AL04,13,2026-08-28 18:00:00,6,15.9,-50.9,1011.0,28.0
EP11,13,2026-08-28 18:00:00,6,14.3,-115.5,990.0,41.0
EP12,13,2026-08-28 18:00:00,6,12.1,-134.0,1004.0,25.0
WP20,13,2026-08-28 18:00:00,6,21.1,166.6,996.0,36.0
WP21,13,2026-08-28 18:00:00,6,27.0,165.6,998.0,33.0
AL04,13,2026-08-28 18:00:00,12,16.2,-53.3,1010.0,29.0
EP11,13,2026-08-28 18:00:00,12,15.0,-116.5,991.0,40.0
EP12,13,2026-08-28 18:00:00,12,12.1,-134.7,1005.0,22.0
WP20,13,2026-08-28 18:00:00,12,22.2,167.4,998.0,33.0
WP21,13,2026-08-28 18:00:00,12,27.9,165.6,998.0,30.0
AL04,13,2026-08-28 18:00:00,18,16.5,-55.7,1012.0,28.0
EP11,13,2026-08-28 18:00:00,18,15.6,-117.4,989.0,37.0
EP12,13,2026-08-28 18:00:00,18,12.2,-135.4,1005.0,22.0
WP20,13,2026-08-28 18:00:00,18,23.8,168.1,1001.0,31.0
WP21,13,2026-08-28 18:00:00,18,29.2,165.4,1000.0,30.0
AL04,13,2026-08-28 18:00:00,24,17.1,-57.9,1012.0,27.0
EP11,13,2026-08-28 18:00:00,24,16.0,-118.3,992.0,37.0
EP12,13,2026-08-28 18:00:00,24,12.2,-136.2,1007.0,21.0
WP20,13,2026-08-28 18:00:00,24,25.8,168.8,1000.0,32.0
WP21,13,2026-08-28 18:00:00,24,30.3,165.2,1000.0,27.0
AL04,13,2026-08-28 18:00:00,30,17.4,-60.0,1013.0,26.0
EP11,13,2026-08-28 18:00:00,30,16.4,-119.2,990.0,35.0
EP12,13,2026-08-28 18:00:00,30,12.2,-136.8,1005.0,20.0
WP20,13,2026-08-28 18:00:00,30,27.9,169.0,1002.0,30.0
WP21,13,2026-08-28 18:00:00,30,31.0,165.1,1001.0,24.0
AL04,13,2026-08-28 18:00:00,36,17.7,-62.1,1012.0,25.0
EP11,13,2026-08-28 18:00:00,36,16.8,-119.9,992.0,37.0
EP12,13,2026-08-28 18:00:00,36,12.3,-137.5,1008.0,21.0
WP20,13,2026-08-28 18:00:00,36,30.2,169.1,1001.0,31.0
WP21,13,2026-08-28 18:00:00,36,31.0,165.2,1000.0,22.0
AL04,13,2026-08-28 18:00:00,42,17.8,-64.1,1013.0,22.0
EP11,13,2026-08-28 18:00:00,42,16.9,-120.7,987.0,36.0
EP12,13,2026-08-28 18:00:00,42,12.3,-138.4,1005.0,21.0
WP20,13,2026-08-28 18:00:00,42,32.5,168.2,1002.0,31.0
WP21,13,2026-08-28 18:00:00,42,31.1,166.1,1002.0,27.0
AL04,13,2026-08-28 18:00:00,48,17.8,-65.7,1012.0,22.0
EP11,13,2026-08-28 18:00:00,48,17.1,-121.4,990.0,35.0
EP12,13,2026-08-28 18:00:00,48,12.4,-139.4,1008.0,19.0
WP20,13,2026-08-28 18:00:00,48,34.0,167.0,1002.0,29.0
WP21,13,2026-08-28 18:00:00,48,31.4,166.8,1002.0,25.0
EP11,13,2026-08-28 18:00:00,54,17.4,-122.1,987.0,34.0
EP12,13,2026-08-28 18:00:00,54,12.5,-140.2,1005.0,18.0
WP20,13,2026-08-28 18:00:00,54,35.2,166.6,1004.0,28.0
WP21,13,2026-08-28 18:00:00,54,31.9,167.6,1005.0,25.0
EP11,13,2026-08-28 18:00:00,60,17.5,-122.6,989.0,34.0
EP12,13,2026-08-28 18:00:00,60,12.6,-141.1,1008.0,19.0
WP20,13,2026-08-28 18:00:00,60,36.6,166.8,1004.0,27.0
WP21,13,2026-08-28 18:00:00,60,34.2,167.2,1004.0,26.0
EP11,13,2026-08-28 18:00:00,66,17.7,-123.2,988.0,33.0
EP12,13,2026-08-28 18:00:00,66,12.8,-142.1,1006.0,20.0
WP20,13,2026-08-28 18:00:00,66,38.2,167.4,1005.0,28.0
WP21,13,2026-08-28 18:00:00,66,38.0,167.1,1005.0,28.0
EP11,13,2026-08-28 18:00:00,72,17.8,-123.7,991.0,33.0
EP12,13,2026-08-28 18:00:00,72,12.9,-143.1,1008.0,20.0
WP20,13,2026-08-28 18:00:00,72,41.2,168.8,1004.0,29.0
WP21,13,2026-08-28 18:00:00,72,41.5,168.5,1004.0,29.0
EP11,13,2026-08-28 18:00:00,78,18.1,-124.3,988.0,34.0
EP12,13,2026-08-28 18:00:00,78,13.0,-144.0,1006.0,20.0
WP20,13,2026-08-28 18:00:00,78,43.0,169.9,1004.0,30.0
WP21,13,2026-08-28 18:00:00,78,42.7,170.1,1004.0,30.0
EP11,13,2026-08-28 18:00:00,84,18.3,-124.9,991.0,33.0
EP12,13,2026-08-28 18:00:00,84,13.2,-144.9,1008.0,22.0
WP20,13,2026-08-28 18:00:00,84,44.5,171.3,1003.0,28.0
WP21,13,2026-08-28 18:00:00,84,44.0,171.7,1003.0,28.0
EP11,13,2026-08-28 18:00:00,90,18.6,-125.6,989.0,33.0
EP12,13,2026-08-28 18:00:00,90,13.2,-146.0,1006.0,23.0
WP20,13,2026-08-28 18:00:00,90,45.7,173.0,1002.0,30.0
WP21,13,2026-08-28 18:00:00,90,44.9,173.0,1002.0,30.0
EP11,13,2026-08-28 18:00:00,96,19.0,-126.2,993.0,33.0
EP12,13,2026-08-28 18:00:00,96,13.3,-147.1,1008.0,22.0
WP20,13,2026-08-28 18:00:00,96,48.0,174.6,999.0,29.0
WP21,13,2026-08-28 18:00:00,96,47.6,174.9,999.0,30.0
EP11,13,2026-08-28 18:00:00,102,19.5,-126.8,989.0,33.0
EP12,13,2026-08-28 18:00:00,102,13.3,-148.0,1006.0,23.0
EP11,13,2026-08-28 18:00:00,108,20.0,-127.3,992.0,34.0
EP12,13,2026-08-28 18:00:00,108,13.3,-148.9,1007.0,23.0
EP11,13,2026-08-28 18:00:00,114,20.7,-127.9,990.0,34.0
EP12,13,2026-08-28 18:00:00,114,13.2,-149.9,1006.0,23.0
EP11,13,2026-08-28 18:00:00,120,21.5,-128.3,994.0,34.0
EP12,13,2026-08-28 18:00:00,120,13.2,-150.9,1007.0,23.0
EP11,13,2026-08-28 18:00:00,126,22.5,-128.7,993.0,33.0
EP12,13,2026-08-28 18:00:00,126,13.4,-151.6,1006.0,23.0
EP11,13,2026-08-28 18:00:00,132,23.5,-128.9,996.0,35.0
EP12,13,2026-08-28 18:00:00,132,13.5,-152.4,1007.0,23.0
EP11,13,2026-08-28 18:00:00,138,24.8,-129.2,995.0,34.0
EP12,13,2026-08-28 18:00:00,138,13.6,-153.1,1006.0,24.0
EP11,13,2026-08-28 18:00:00,144,26.3,-129.3,998.0,32.0
EP12,13,2026-08-28 18:00:00,144,13.7,-153.8,1007.0,24.0
EP11,13,2026-08-28 18:00:00,150,27.6,-129.3,997.0,29.0
EP12,13,2026-08-28 18:00:00,150,13.7,-154.3,1005.0,23.0
EP11,13,2026-08-28 18:00:00,156,28.7,-128.9,1000.0,27.0
EP12,13,2026-08-28 18:00:00,156,13.7,-154.7,1006.0,24.0
EP11,13,2026-08-28 18:00:00,162,30.0,-128.3,1001.0,26.0
EP12,13,2026-08-28 18:00:00,162,13.7,-155.1,1005.0,24.0
EP11,13,2026-08-28 18:00:00,168,31.5,-127.1,1004.0,24.0
EP12,13,2026-08-28 18:00:00,168,13.8,-155.5,1005.0,24.0
EP11,13,2026-08-28 18:00:00,174,33.2,-125.5,1006.0,21.0
EP12,13,2026-08-28 18:00:00,174,13.8,-155.8,1004.0,24.0
EP11,13,2026-08-28 18:00:00,180,35.2,-123.7,1010.0,17.0
EP12,13,2026-08-28 18:00:00,180,13.9,-156.1,1004.0,25.0
EP11,13,2026-08-28 18:00:00,186,38.3,-122.7,1012.0,15.0
EP12,13,2026-08-28 18:00:00,186,14.0,-156.5,1004.0,25.0
EP12,13,2026-08-28 18:00:00,192,14.2,-156.9,1005.0,25.0
EP12,13,2026-08-28 18:00:00,198,14.4,-157.3,1004.0,25.0
EP12,13,2026-08-28 18:00:00,204,14.7,-157.8,1005.0,26.0
EP12,13,2026-08-28 18:00:00,210,15.1,-158.4,1005.0,26.0
EP12,13,2026-08-28 18:00:00,216,15.4,-159.1,1006.0,25.0
EP12,13,2026-08-28 18:00:00,222,15.8,-159.8,1006.0,24.0
EP12,13,2026-08-28 18:00:00,228,16.2,-160.6,1006.0,24.0
EP12,13,2026-08-28 18:00:00,234,16.5,-161.7,1007.0,24.0
EP12,13,2026-08-28 18:00:00,240,16.8,-162.7,1007.0,24.0
AL04,21,2026-08-28 18:00:00,0,15.3,-48.5,1009.0,31.0
EP11,21,2026-08-28 18:00:00,0,13.4,-115.2,1001.0,48.0
EP12,21,2026-08-28 18:00:00,0,12.4,-133.0,1006.0,30.0
WP20,21,2026-08-28 18:00:00,0,20.3,166.7,1000.0,63.0
WP20,21,2026-08-28 18:00:00,0,20.3,166.7,1000.0,63.0
WP21,21,2026-08-28 18:00:00,0,26.2,165.6,999.0,68.0
WP21,21,2026-08-28 18:00:00,0,26.2,165.6,999.0,68.0
WP21,21,2026-08-28 18:00:00,0,26.2,165.6,999.0,68.0
AL04,21,2026-08-28 18:00:00,6,15.7,-50.7,1011.0,30.0
EP11,21,2026-08-28 18:00:00,6,13.9,-115.7,994.0,39.0
EP12,21,2026-08-28 18:00:00,6,12.4,-133.4,1003.0,26.0
WP20,21,2026-08-28 18:00:00,6,21.2,166.8,988.0,48.0
WP21,21,2026-08-28 18:00:00,6,27.4,165.3,993.0,42.0
AL04,21,2026-08-28 18:00:00,12,16.1,-53.0,1010.0,29.0
EP11,21,2026-08-28 18:00:00,12,14.3,-116.4,995.0,36.0
EP12,21,2026-08-28 18:00:00,12,12.4,-134.0,1006.0,26.0
WP20,21,2026-08-28 18:00:00,12,22.3,167.5,990.0,44.0
WP21,21,2026-08-28 18:00:00,12,28.2,165.1,993.0,37.0
AL04,21,2026-08-28 18:00:00,18,16.5,-55.2,1012.0,28.0
EP11,21,2026-08-28 18:00:00,18,14.9,-117.0,992.0,33.0
EP12,21,2026-08-28 18:00:00,18,12.4,-134.6,1004.0,23.0
WP20,21,2026-08-28 18:00:00,18,23.7,168.1,995.0,41.0
WP21,21,2026-08-28 18:00:00,18,29.4,164.8,997.0,35.0
AL04,21,2026-08-28 18:00:00,24,16.9,-57.3,1011.0,28.0
EP11,21,2026-08-28 18:00:00,24,15.4,-117.6,994.0,34.0
EP12,21,2026-08-28 18:00:00,24,12.4,-135.5,1007.0,21.0
WP20,21,2026-08-28 18:00:00,24,25.3,168.6,995.0,41.0
WP21,21,2026-08-28 18:00:00,24,30.7,164.6,997.0,32.0
AL04,21,2026-08-28 18:00:00,30,17.3,-59.3,1013.0,27.0
EP11,21,2026-08-28 18:00:00,30,16.0,-118.2,989.0,36.0
EP12,21,2026-08-28 18:00:00,30,12.5,-136.2,1004.0,21.0
WP20,21,2026-08-28 18:00:00,30,27.0,169.0,998.0,39.0
WP21,21,2026-08-28 18:00:00,30,31.6,164.4,998.0,29.0
AL04,21,2026-08-28 18:00:00,36,17.5,-61.4,1012.0,26.0
EP11,21,2026-08-28 18:00:00,36,16.3,-118.9,991.0,38.0
EP12,21,2026-08-28 18:00:00,36,12.5,-136.9,1007.0,22.0
WP20,21,2026-08-28 18:00:00,36,28.8,169.4,998.0,37.0
WP21,21,2026-08-28 18:00:00,36,32.2,164.4,998.0,26.0
AL04,21,2026-08-28 18:00:00,42,18.0,-63.3,1013.0,24.0
EP11,21,2026-08-28 18:00:00,42,16.6,-119.5,985.0,39.0
EP12,21,2026-08-28 18:00:00,42,12.5,-137.8,1005.0,21.0
WP20,21,2026-08-28 18:00:00,42,30.6,169.5,1000.0,40.0
WP21,21,2026-08-28 18:00:00,42,32.4,164.2,999.0,24.0
AL04,21,2026-08-28 18:00:00,48,18.3,-65.1,1012.0,24.0
EP11,21,2026-08-28 18:00:00,48,16.7,-120.2,985.0,41.0
EP12,21,2026-08-28 18:00:00,48,12.6,-138.7,1007.0,20.0
WP20,21,2026-08-28 18:00:00,48,32.6,169.0,999.0,40.0
WP21,21,2026-08-28 18:00:00,48,32.4,164.3,1000.0,22.0
AL04,21,2026-08-28 18:00:00,54,18.9,-66.5,1013.0,23.0
EP11,21,2026-08-28 18:00:00,54,16.8,-120.7,980.0,42.0
EP12,21,2026-08-28 18:00:00,54,12.8,-139.6,1004.0,20.0
WP20,21,2026-08-28 18:00:00,54,34.3,167.9,1000.0,36.0
WP21,21,2026-08-28 18:00:00,54,32.2,164.9,1001.0,23.0
AL04,21,2026-08-28 18:00:00,60,18.7,-68.3,1012.0,23.0
EP11,21,2026-08-28 18:00:00,60,16.9,-121.1,982.0,43.0
EP12,21,2026-08-28 18:00:00,60,12.9,-140.5,1007.0,21.0
WP20,21,2026-08-28 18:00:00,60,35.4,166.7,1001.0,32.0
WP21,21,2026-08-28 18:00:00,60,32.5,165.8,1002.0,25.0
AL04,21,2026-08-28 18:00:00,66,18.7,-70.2,1013.0,20.0
EP11,21,2026-08-28 18:00:00,66,17.0,-121.6,977.0,45.0
EP12,21,2026-08-28 18:00:00,66,12.9,-141.6,1005.0,23.0
WP20,21,2026-08-28 18:00:00,66,35.9,166.0,1003.0,29.0
WP21,21,2026-08-28 18:00:00,66,32.9,166.5,1005.0,28.0
AL04,21,2026-08-28 18:00:00,72,19.3,-71.6,1012.0,20.0
EP11,21,2026-08-28 18:00:00,72,17.1,-122.1,978.0,46.0
EP12,21,2026-08-28 18:00:00,72,12.9,-142.6,1006.0,24.0
WP20,21,2026-08-28 18:00:00,72,36.2,165.8,1003.0,28.0
WP21,21,2026-08-28 18:00:00,72,34.4,166.8,1004.0,27.0
AL04,21,2026-08-28 18:00:00,78,19.5,-72.4,1012.0,24.0
EP11,21,2026-08-28 18:00:00,78,17.3,-122.7,974.0,49.0
EP12,21,2026-08-28 18:00:00,78,12.9,-143.6,1004.0,24.0
WP20,21,2026-08-28 18:00:00,78,36.5,166.0,1003.0,28.0
WP21,21,2026-08-28 18:00:00,78,36.5,166.0,1003.0,28.0
AL04,21,2026-08-28 18:00:00,84,20.1,-72.8,1013.0,20.0
EP11,21,2026-08-28 18:00:00,84,17.6,-123.4,976.0,50.0
EP11,21,2026-08-28 18:00:00,84,17.6,-123.4,976.0,50.0
EP12,21,2026-08-28 18:00:00,84,12.9,-144.6,1006.0,26.0
WP20,21,2026-08-28 18:00:00,84,37.1,166.7,1003.0,29.0
WP21,21,2026-08-28 18:00:00,84,37.1,166.7,1003.0,29.0
AL04,21,2026-08-28 18:00:00,90,20.3,-73.5,1014.0,18.0
EP11,21,2026-08-28 18:00:00,90,17.8,-124.1,972.0,50.0
EP11,21,2026-08-28 18:00:00,90,17.8,-124.1,972.0,50.0
EP12,21,2026-08-28 18:00:00,90,12.9,-145.7,1002.0,27.0
WP20,21,2026-08-28 18:00:00,90,38.3,167.9,1003.0,30.0
WP21,21,2026-08-28 18:00:00,90,38.3,167.9,1003.0,30.0
AL04,21,2026-08-28 18:00:00,96,20.1,-74.6,1013.0,17.0
EP11,21,2026-08-28 18:00:00,96,18.1,-124.9,974.0,50.0
EP12,21,2026-08-28 18:00:00,96,12.9,-146.5,1003.0,28.0
WP20,21,2026-08-28 18:00:00,96,41.2,170.2,1000.0,33.0
WP21,21,2026-08-28 18:00:00,96,40.5,169.7,1001.0,33.0
AL04,21,2026-08-28 18:00:00,102,20.2,-76.3,1013.0,16.0
EP11,21,2026-08-28 18:00:00,102,18.6,-125.5,969.0,53.0
EP11,21,2026-08-28 18:00:00,102,18.6,-125.5,969.0,53.0
EP12,21,2026-08-28 18:00:00,102,13.0,-147.4,999.0,32.0
WP20,21,2026-08-28 18:00:00,102,45.1,172.7,998.0,36.0
WP21,21,2026-08-28 18:00:00,102,44.3,172.6,998.0,36.0
EP11,21,2026-08-28 18:00:00,108,19.0,-126.1,973.0,54.0
EP11,21,2026-08-28 18:00:00,108,19.0,-126.1,973.0,54.0
EP12,21,2026-08-28 18:00:00,108,13.0,-148.1,1000.0,34.0
WP20,21,2026-08-28 18:00:00,108,48.8,175.3,996.0,34.0
WP21,21,2026-08-28 18:00:00,108,47.7,175.4,996.0,35.0
EP11,21,2026-08-28 18:00:00,114,19.5,-126.7,967.0,55.0
EP11,21,2026-08-28 18:00:00,114,19.5,-126.7,967.0,55.0
EP12,21,2026-08-28 18:00:00,114,13.2,-148.9,997.0,35.0
WP20,21,2026-08-28 18:00:00,114,52.4,177.9,994.0,35.0
WP21,21,2026-08-28 18:00:00,114,51.0,178.0,994.0,35.0
EP11,21,2026-08-28 18:00:00,120,20.0,-127.2,971.0,53.0
EP11,21,2026-08-28 18:00:00,120,20.0,-127.2,971.0,53.0
EP12,21,2026-08-28 18:00:00,120,13.3,-149.6,997.0,37.0
WP20,21,2026-08-28 18:00:00,120,56.5,-178.5,990.0,32.0
WP21,21,2026-08-28 18:00:00,120,55.7,-179.2,990.0,32.0
EP11,21,2026-08-28 18:00:00,126,20.6,-127.6,970.0,54.0
EP11,21,2026-08-28 18:00:00,126,20.6,-127.6,970.0,54.0
EP12,21,2026-08-28 18:00:00,126,13.6,-150.2,994.0,38.0
WP20,21,2026-08-28 18:00:00,126,59.1,-174.9,989.0,30.0
WP21,21,2026-08-28 18:00:00,126,59.0,-175.0,989.0,30.0
EP11,21,2026-08-28 18:00:00,132,21.2,-127.9,975.0,56.0
EP11,21,2026-08-28 18:00:00,132,21.2,-127.9,975.0,56.0
EP12,21,2026-08-28 18:00:00,132,13.7,-150.8,994.0,41.0
WP20,21,2026-08-28 18:00:00,132,62.3,-168.6,986.0,28.0
WP21,21,2026-08-28 18:00:00,132,62.4,-168.6,986.0,28.0
EP11,21,2026-08-28 18:00:00,138,21.8,-128.2,974.0,52.0
EP11,21,2026-08-28 18:00:00,138,21.8,-128.2,974.0,52.0
EP12,21,2026-08-28 18:00:00,138,14.0,-151.3,989.0,42.0
WP20,21,2026-08-28 18:00:00,138,64.9,-164.4,984.0,26.0
WP21,21,2026-08-28 18:00:00,138,64.9,-164.4,984.0,26.0
EP11,21,2026-08-28 18:00:00,144,22.7,-128.6,980.0,49.0
EP12,21,2026-08-28 18:00:00,144,14.3,-151.9,990.0,45.0
WP20,21,2026-08-28 18:00:00,144,66.9,-162.3,986.0,21.0
WP21,21,2026-08-28 18:00:00,144,66.9,-162.3,986.0,21.0
EP11,21,2026-08-28 18:00:00,150,23.6,-129.1,980.0,48.0
EP12,21,2026-08-28 18:00:00,150,14.6,-152.3,986.0,45.0
WP20,21,2026-08-28 18:00:00,150,69.6,-162.4,992.0,28.0
WP21,21,2026-08-28 18:00:00,150,69.6,-162.4,992.0,28.0
EP11,21,2026-08-28 18:00:00,156,24.4,-129.7,986.0,46.0
EP12,21,2026-08-28 18:00:00,156,14.8,-152.6,988.0,47.0
WP20,21,2026-08-28 18:00:00,156,70.3,-165.9,997.0,26.0
WP21,21,2026-08-28 18:00:00,156,70.3,-165.9,997.0,26.0
EP11,21,2026-08-28 18:00:00,162,25.2,-130.3,986.0,42.0
EP12,21,2026-08-28 18:00:00,162,14.9,-152.8,988.0,44.0
WP20,21,2026-08-28 18:00:00,162,70.1,-171.9,1000.0,24.0
WP21,21,2026-08-28 18:00:00,162,70.1,-171.9,1000.0,24.0
EP11,21,2026-08-28 18:00:00,168,26.0,-130.8,992.0,37.0
EP12,21,2026-08-28 18:00:00,168,15.0,-153.0,987.0,46.0
WP20,21,2026-08-28 18:00:00,168,69.5,-176.7,1004.0,20.0
WP21,21,2026-08-28 18:00:00,168,69.5,-176.7,1004.0,20.0
EP11,21,2026-08-28 18:00:00,174,26.9,-131.1,992.0,34.0
EP12,21,2026-08-28 18:00:00,174,15.1,-153.1,984.0,45.0
WP20,21,2026-08-28 18:00:00,174,69.8,-177.6,1007.0,16.0
WP21,21,2026-08-28 18:00:00,174,69.8,-177.6,1007.0,16.0
EP11,21,2026-08-28 18:00:00,180,27.8,-131.3,996.0,33.0
EP12,21,2026-08-28 18:00:00,180,15.1,-153.1,985.0,46.0
WP20,21,2026-08-28 18:00:00,180,70.3,-177.7,1008.0,14.0
WP21,21,2026-08-28 18:00:00,180,70.3,-177.7,1008.0,14.0
EP11,21,2026-08-28 18:00:00,186,28.9,-131.4,996.0,34.0
EP12,21,2026-08-28 18:00:00,186,15.2,-153.1,981.0,46.0
WP20,21,2026-08-28 18:00:00,186,70.9,-177.9,1009.0,14.0
WP21,21,2026-08-28 18:00:00,186,70.9,-177.9,1009.0,14.0
EP11,21,2026-08-28 18:00:00,192,30.0,-131.4,1000.0,37.0
EP12,21,2026-08-28 18:00:00,192,15.3,-153.0,983.0,47.0
WP20,21,2026-08-28 18:00:00,192,71.7,-178.3,1009.0,14.0
WP21,21,2026-08-28 18:00:00,192,71.7,-178.3,1009.0,14.0
EP11,21,2026-08-28 18:00:00,198,31.0,-131.4,1000.0,37.0
EP12,21,2026-08-28 18:00:00,198,15.6,-152.8,981.0,47.0
WP20,21,2026-08-28 18:00:00,198,72.3,-178.6,1010.0,13.0
WP21,21,2026-08-28 18:00:00,198,72.3,-178.6,1010.0,13.0
EP11,21,2026-08-28 18:00:00,204,31.8,-131.4,1003.0,36.0
EP12,21,2026-08-28 18:00:00,204,15.9,-152.6,986.0,46.0
WP20,21,2026-08-28 18:00:00,204,72.8,-178.3,1009.0,13.0
WP21,21,2026-08-28 18:00:00,204,72.8,-178.3,1009.0,13.0
EP11,21,2026-08-28 18:00:00,210,32.6,-131.2,1003.0,34.0
EP12,21,2026-08-28 18:00:00,210,16.2,-152.5,984.0,44.0
WP20,21,2026-08-28 18:00:00,210,73.2,-177.5,1009.0,12.0
WP21,21,2026-08-28 18:00:00,210,73.2,-177.5,1009.0,12.0
EP11,21,2026-08-28 18:00:00,216,33.5,-130.9,1007.0,32.0
EP12,21,2026-08-28 18:00:00,216,16.6,-152.3,988.0,45.0
WP20,21,2026-08-28 18:00:00,216,73.4,-175.1,1007.0,13.0
WP21,21,2026-08-28 18:00:00,216,73.4,-175.1,1007.0,13.0
EP11,21,2026-08-28 18:00:00,222,34.3,-130.5,1006.0,29.0
EP12,21,2026-08-28 18:00:00,222,17.1,-152.2,984.0,45.0
WP20,21,2026-08-28 18:00:00,222,73.6,-172.4,1006.0,15.0
WP21,21,2026-08-28 18:00:00,222,73.6,-172.4,1006.0,15.0
EP11,21,2026-08-28 18:00:00,228,34.9,-130.1,1008.0,26.0
EP12,21,2026-08-28 18:00:00,228,17.5,-151.9,989.0,44.0
WP20,21,2026-08-28 18:00:00,228,73.7,-168.8,1005.0,19.0
WP21,21,2026-08-28 18:00:00,228,73.7,-168.8,1005.0,19.0
EP11,21,2026-08-28 18:00:00,234,35.6,-129.5,1007.0,22.0
EP12,21,2026-08-28 18:00:00,234,17.9,-151.9,989.0,42.0
WP20,21,2026-08-28 18:00:00,234,73.6,-164.0,1006.0,22.0
WP21,21,2026-08-28 18:00:00,234,73.6,-164.0,1006.0,22.0
EP11,21,2026-08-28 18:00:00,240,36.5,-128.8,1008.0,19.0
EP12,21,2026-08-28 18:00:00,240,18.2,-151.8,991.0,42.0
WP20,21,2026-08-28 18:00:00,240,73.4,-158.1,1007.0,23.0
WP21,21,2026-08-28 18:00:00,240,73.4,-158.1,1007.0,23.0
AL04,5,2026-08-28 18:00:00,0,15.3,-48.5,1009.0,30.0
EP11,5,2026-08-28 18:00:00,0,13.2,-114.8,1002.0,47.0
EP12,5,2026-08-28 18:00:00,0,12.7,-133.2,1006.0,35.0
WP20,5,2026-08-28 18:00:00,0,20.5,166.7,998.0,62.0
WP20,5,2026-08-28 18:00:00,0,20.5,166.7,998.0,62.0
WP21,5,2026-08-28 18:00:00,0,26.8,166.1,1000.0,55.0
WP21,5,2026-08-28 18:00:00,0,26.8,166.1,1000.0,55.0
AL04,5,2026-08-28 18:00:00,6,15.7,-50.9,1011.0,28.0
EP11,5,2026-08-28 18:00:00,6,13.6,-115.6,998.0,35.0
EP12,5,2026-08-28 18:00:00,6,12.9,-134.4,1001.0,26.0
WP20,5,2026-08-28 18:00:00,6,21.5,167.0,995.0,36.0
WP21,5,2026-08-28 18:00:00,6,27.6,165.4,999.0,33.0
AL04,5,2026-08-28 18:00:00,12,16.1,-53.2,1010.0,29.0
EP11,5,2026-08-28 18:00:00,12,14.2,-116.2,999.0,33.0
EP12,5,2026-08-28 18:00:00,12,12.9,-135.3,1004.0,26.0
WP20,5,2026-08-28 18:00:00,12,22.8,167.8,993.0,36.0
WP21,5,2026-08-28 18:00:00,12,28.3,165.0,999.0,29.0
AL04,5,2026-08-28 18:00:00,18,16.5,-55.5,1012.0,28.0
EP11,5,2026-08-28 18:00:00,18,15.0,-117.0,997.0,33.0
EP12,5,2026-08-28 18:00:00,18,13.0,-136.2,1003.0,25.0
WP20,5,2026-08-28 18:00:00,18,24.4,168.3,996.0,35.0
WP21,5,2026-08-28 18:00:00,18,29.2,164.7,1001.0,28.0
AL04,5,2026-08-28 18:00:00,24,17.0,-57.6,1011.0,27.0
EP11,5,2026-08-28 18:00:00,24,15.5,-117.9,998.0,34.0
EP12,5,2026-08-28 18:00:00,24,13.1,-137.3,1007.0,23.0
WP20,5,2026-08-28 18:00:00,24,26.2,168.5,997.0,33.0
WP21,5,2026-08-28 18:00:00,24,30.1,164.5,1001.0,25.0
AL04,5,2026-08-28 18:00:00,30,17.2,-59.7,1013.0,26.0
EP11,5,2026-08-28 18:00:00,30,15.9,-118.7,994.0,32.0
EP12,5,2026-08-28 18:00:00,30,13.0,-138.3,1005.0,23.0
WP20,5,2026-08-28 18:00:00,30,28.1,168.8,999.0,34.0
WP21,5,2026-08-28 18:00:00,30,30.6,164.4,1002.0,22.0
AL04,5,2026-08-28 18:00:00,36,17.5,-61.8,1012.0,25.0
EP11,5,2026-08-28 18:00:00,36,16.2,-119.5,996.0,33.0
EP12,5,2026-08-28 18:00:00,36,13.0,-139.3,1007.0,23.0
WP20,5,2026-08-28 18:00:00,36,30.1,168.8,999.0,33.0
WP21,5,2026-08-28 18:00:00,36,30.4,164.8,1001.0,21.0
AL04,5,2026-08-28 18:00:00,42,17.5,-63.8,1013.0,22.0
EP11,5,2026-08-28 18:00:00,42,16.5,-120.3,991.0,34.0
EP12,5,2026-08-28 18:00:00,42,13.0,-140.5,1005.0,23.0
WP20,5,2026-08-28 18:00:00,42,32.0,168.3,1001.0,33.0
WP21,5,2026-08-28 18:00:00,42,30.1,165.7,1003.0,25.0
AL04,5,2026-08-28 18:00:00,48,17.6,-65.4,1013.0,22.0
EP11,5,2026-08-28 18:00:00,48,16.6,-121.1,994.0,33.0
EP12,5,2026-08-28 18:00:00,48,13.0,-141.6,1008.0,21.0
WP20,5,2026-08-28 18:00:00,48,33.7,167.8,1000.0,30.0
WP21,5,2026-08-28 18:00:00,48,30.9,167.0,1003.0,27.0
AL04,5,2026-08-28 18:00:00,54,17.8,-67.0,1012.0,22.0
EP11,5,2026-08-28 18:00:00,54,16.8,-121.9,991.0,32.0
